lemma,global_position,role,deprel,partner_lemma
absurd,555,head,parataxis,malachi
absurd,555,head,punct,.
too,556,dependent,advmod,absurd
:,557,dependent,punct,malachi
malachi,558,dependent,parataxis,absurd
malachi,558,head,punct,:
malachi,558,head,flat,mulligan
malachi,558,head,appos,dactyl
mulligan,559,dependent,flat,malachi
",",560,dependent,punct,dactyl
two,561,dependent,nummod,dactyl
dactyl,562,dependent,appos,malachi
dactyl,562,head,punct,","
dactyl,562,head,nummod,two
.,563,dependent,punct,absurd
but,564,dependent,cc,have
it,565,dependent,nsubj,have
have,566,head,cc,but
have,566,head,nsubj,it
have,566,head,obj,ring
have,566,head,parataxis,have
have,566,head,punct,?
a,567,dependent,det,ring
hellenic,568,dependent,amod,ring
ring,569,dependent,obj,have
ring,569,head,det,a
ring,569,head,amod,hellenic
",",570,dependent,punct,have
have,571,dependent,parataxis,have
have,571,head,punct,","
have,571,head,advmod,not
have,571,head,nsubj,it
not,572,dependent,advmod,have
it,573,dependent,nsubj,have
?,574,dependent,punct,have
trip,575,head,conj,sunny
trip,575,head,obl,buck
trip,575,head,punct,.
and,576,dependent,cc,sunny
sunny,577,dependent,conj,trip
sunny,577,head,cc,and
like,578,dependent,case,buck
the,579,dependent,det,buck
buck,580,dependent,obl,trip
buck,580,head,case,like
buck,580,head,det,the
buck,580,head,nmod:unmarked,himself
himself,581,dependent,nmod:unmarked,buck
.,582,dependent,punct,trip
we,583,dependent,nsubj,go
must,584,dependent,aux,go
go,585,head,nsubj,we
go,585,head,aux,must
go,585,head,obl,athens
go,585,head,punct,.
to,586,dependent,case,athens
athens,587,dependent,obl,go
athens,587,head,case,to
.,588,dependent,punct,go
will,589,dependent,aux,come
you,590,dependent,nsubj,come
come,591,head,aux,will
come,591,head,nsubj,you
come,591,head,advcl,get
come,591,head,punct,?
if,592,dependent,mark,get
i,593,dependent,nsubj,get
can,594,dependent,aux,get
get,595,dependent,advcl,come
get,595,head,mark,if
get,595,head,nsubj,i
get,595,head,aux,can
get,595,head,obj,aunt
get,595,head,advcl,fork
the,596,dependent,det,aunt
aunt,597,dependent,obj,get
aunt,597,head,det,the
to,598,dependent,mark,fork
fork,599,dependent,advcl,get
fork,599,head,mark,to
fork,599,head,compound:prt,out
fork,599,head,obj,quid
out,600,dependent,compound:prt,fork
twenty,601,dependent,nummod,quid
quid,602,dependent,obj,fork
quid,602,head,nummod,twenty
?,603,dependent,punct,come
he,604,dependent,nsubj,lay
lay,605,head,nsubj,he
lay,605,head,obj,brush
lay,605,head,advmod,aside
lay,605,head,conj,cry
lay,605,head,punct,:
the,606,dependent,det,brush
brush,607,dependent,obj,lay
brush,607,head,det,the
aside,608,dependent,advmod,lay
and,609,dependent,cc,cry
and,609,head,punct,","
",",610,dependent,punct,and
laugh,611,dependent,advcl,cry
laugh,611,head,obl,delight
laugh,611,head,punct,","
with,612,dependent,case,delight
delight,613,dependent,obl,laugh
delight,613,head,case,with
",",614,dependent,punct,laugh
cry,615,dependent,conj,lay
cry,615,head,cc,and
cry,615,head,advcl,laugh
:,616,dependent,punct,lay
—,617,dependent,punct,come
will,618,dependent,aux,come
he,619,dependent,nsubj,come
come,620,head,punct,—
come,620,head,aux,will
come,620,head,nsubj,he
come,620,head,punct,?
?,621,dependent,punct,come
the,622,dependent,det,jesuit
jejune,623,dependent,compound,jesuit
jesuit,624,head,det,the
jesuit,624,head,compound,jejune
jesuit,624,head,punct,!
!,625,dependent,punct,jesuit
cease,626,dependent,advcl,begin
cease,626,head,punct,","
",",627,dependent,punct,cease
he,628,dependent,nsubj,begin
begin,629,head,advcl,cease
begin,629,head,nsubj,he
begin,629,head,xcomp,shave
begin,629,head,punct,.
to,630,dependent,mark,shave
shave,631,dependent,xcomp,begin
shave,631,head,mark,to
shave,631,head,obl,care
with,632,dependent,case,care
care,633,dependent,obl,shave
care,633,head,case,with
.,634,dependent,punct,begin
—,635,dependent,punct,tell
tell,636,head,punct,—
tell,636,head,iobj,i
tell,636,head,vocative,mulligan
tell,636,head,punct,","
tell,636,head,parataxis,say
tell,636,head,punct,.
i,637,dependent,iobj,tell
",",638,dependent,punct,mulligan
mulligan,639,dependent,vocative,tell
mulligan,639,head,punct,","
",",640,dependent,punct,tell
stephen,641,dependent,nsubj,say
say,642,dependent,parataxis,tell
say,642,head,nsubj,stephen
say,642,head,advmod,quietly
quietly,643,dependent,advmod,say
.,644,dependent,punct,tell
—,645,dependent,punct,yes
yes,646,dependent,discourse,love
yes,646,head,punct,—
yes,646,head,punct,","
",",647,dependent,punct,yes
my,648,dependent,nmod:poss,love
love,649,head,discourse,yes
love,649,head,nmod:poss,my
love,649,head,punct,?
?,650,dependent,punct,love
—,651,dependent,punct,go
how,652,dependent,advmod,long
long,653,dependent,advmod,go
long,653,head,advmod,how
be,654,dependent,aux,go
haines,655,dependent,nsubj,go
go,656,head,punct,—
go,656,head,advmod,long
go,656,head,aux,be
go,656,head,nsubj,haines
go,656,head,xcomp,stay
go,656,head,punct,?
to,657,dependent,mark,stay
stay,658,dependent,xcomp,go
stay,658,head,mark,to
stay,658,head,obl,tower
in,659,dependent,case,tower
this,660,dependent,det,tower
tower,661,dependent,obl,stay
tower,661,head,case,in
tower,661,head,det,this
?,662,dependent,punct,go
buck,663,dependent,nsubj,show
buck,663,head,flat,mulligan
mulligan,664,dependent,flat,buck
show,665,head,nsubj,buck
show,665,head,obj,cheek
show,665,head,obl,shoulder
show,665,head,punct,.
a,666,dependent,det,cheek
shaven,667,dependent,amod,cheek
cheek,668,dependent,obj,show
cheek,668,head,det,a
cheek,668,head,amod,shaven
over,669,dependent,case,shoulder
his,670,dependent,nmod:poss,shoulder
right,671,dependent,amod,shoulder
shoulder,672,dependent,obl,show
shoulder,672,head,case,over
shoulder,672,head,nmod:poss,his
shoulder,672,head,amod,right
.,673,dependent,punct,show
—,674,dependent,punct,god
god,675,dependent,discourse,dreadful
god,675,head,punct,—
god,675,head,punct,","
",",676,dependent,punct,god
be,677,dependent,cop,dreadful
not,678,dependent,advmod,dreadful
he,679,dependent,nsubj,dreadful
dreadful,680,head,discourse,god
dreadful,680,head,cop,be
dreadful,680,head,advmod,not
dreadful,680,head,nsubj,he
dreadful,680,head,punct,?
?,681,dependent,punct,dreadful
he,682,dependent,nsubj,say
say,683,head,nsubj,he
say,683,head,advmod,frankly
say,683,head,punct,.
frankly,684,dependent,advmod,say
.,685,dependent,punct,say
a,686,dependent,det,saxon
ponderous,687,dependent,amod,saxon
saxon,688,head,det,a
saxon,688,head,amod,ponderous
saxon,688,head,punct,.
.,689,dependent,punct,saxon
he,690,dependent,nsubj,think
think,691,head,nsubj,he
think,691,head,ccomp,gentleman
think,691,head,punct,.
you,692,dependent,nsubj,gentleman
be,693,dependent,cop,gentleman
not,694,dependent,advmod,gentleman
a,695,dependent,det,gentleman
gentleman,696,dependent,ccomp,think
gentleman,696,head,nsubj,you
gentleman,696,head,cop,be
gentleman,696,head,advmod,not
gentleman,696,head,det,a
.,697,dependent,punct,think
god,698,dependent,discourse,english
god,698,head,punct,","
",",699,dependent,punct,god
this,700,dependent,det,english
bloody,701,dependent,amod,english
english,702,head,discourse,god
english,702,head,det,this
english,702,head,amod,bloody
english,702,head,punct,!
!,703,dependent,punct,english
burst,704,head,obl,money
burst,704,head,punct,.
with,705,dependent,case,money
money,706,dependent,obl,burst
money,706,head,case,with
money,706,head,conj,indigestion
and,707,dependent,cc,indigestion
indigestion,708,dependent,conj,money
indigestion,708,head,cc,and
.,709,dependent,punct,burst
because,710,dependent,mark,come
he,711,dependent,nsubj,come
come,712,head,mark,because
come,712,head,nsubj,he
come,712,head,obl,oxford
come,712,head,punct,.
from,713,dependent,case,oxford
oxford,714,dependent,obl,come
oxford,714,head,case,from
.,715,dependent,punct,come
you,716,dependent,nsubj,know
know,717,dependent,parataxis,have
know,717,head,nsubj,you
know,717,head,punct,","
",",718,dependent,punct,know
dedalus,719,dependent,vocative,have
dedalus,719,head,punct,","
",",720,dependent,punct,dedalus
you,721,dependent,nsubj,have
have,722,head,parataxis,know
have,722,head,vocative,dedalus
have,722,head,nsubj,you
have,722,head,obj,manner
have,722,head,punct,.
the,723,dependent,det,manner
real,724,dependent,amod,manner
oxford,725,dependent,compound,manner
manner,726,dependent,obj,have
manner,726,head,det,the
manner,726,head,amod,real
manner,726,head,compound,oxford
.,727,dependent,punct,have
he,728,dependent,nsubj,make
can,729,dependent,aux,make
not,730,dependent,advmod,make
make,731,head,nsubj,he
make,731,head,aux,can
make,731,head,advmod,not
make,731,head,obj,you
make,731,head,compound:prt,out
make,731,head,punct,.
you,732,dependent,obj,make
out,733,dependent,compound:prt,make
.,734,dependent,punct,make
o,735,dependent,discourse,good
o,735,head,punct,","
",",736,dependent,punct,o
my,737,dependent,nmod:poss,name
name,738,dependent,nsubj,good
name,738,head,nmod:poss,my
name,738,head,nmod,you
for,739,dependent,case,you
you,740,dependent,nmod,name
you,740,head,case,for
be,741,dependent,cop,good
the,742,dependent,det,good
good,743,head,discourse,o
good,743,head,nsubj,name
good,743,head,cop,be
good,743,head,det,the
good,743,head,parataxis,kinch
good,743,head,punct,.
:,744,dependent,punct,kinch
kinch,745,dependent,parataxis,good
kinch,745,head,punct,:
kinch,745,head,appos,blade
",",746,dependent,punct,blade
the,747,dependent,det,blade
knife,748,dependent,compound,blade
knife,748,head,punct,-
-,749,dependent,punct,knife
blade,750,dependent,appos,kinch
blade,750,head,punct,","
blade,750,head,det,the
blade,750,head,compound,knife
.,751,dependent,punct,good
he,752,dependent,nsubj,shave
shave,753,head,nsubj,he
shave,753,head,advmod,warily
shave,753,head,obl,chin
shave,753,head,punct,.
warily,754,dependent,advmod,shave
over,755,dependent,case,chin
his,756,dependent,nmod:poss,chin
chin,757,dependent,obl,shave
chin,757,head,case,over
chin,757,head,nmod:poss,his
.,758,dependent,punct,shave
—,759,dependent,punct,rave
he,760,dependent,nsubj,rave
be,761,dependent,aux,rave
rave,762,dependent,ccomp,say
rave,762,head,punct,—
rave,762,head,nsubj,he
rave,762,head,aux,be
rave,762,head,obl:unmarked,night
rave,762,head,obl,panther
rave,762,head,punct,","
all,763,dependent,det,night
night,764,dependent,obl:unmarked,rave
night,764,head,det,all
about,765,dependent,case,panther
a,766,dependent,det,panther
black,767,dependent,amod,panther
panther,768,dependent,obl,rave
panther,768,head,case,about
panther,768,head,det,a
panther,768,head,amod,black
",",769,dependent,punct,rave
stephen,770,dependent,nsubj,say
say,771,head,ccomp,rave
say,771,head,nsubj,stephen
say,771,head,punct,.
.,772,dependent,punct,say
where,773,head,cop,be
where,773,head,nsubj,guncase
where,773,head,punct,?
be,774,dependent,cop,where
his,775,dependent,nmod:poss,guncase
guncase,776,dependent,nsubj,where
guncase,776,head,nmod:poss,his
?,777,dependent,punct,where
—,778,dependent,punct,lunatic
a,779,dependent,det,lunatic
woful,780,dependent,amod,lunatic
lunatic,781,head,punct,—
lunatic,781,head,det,a
lunatic,781,head,amod,woful
lunatic,781,head,punct,!
!,782,dependent,punct,lunatic
mulligan,783,dependent,nsubj,say
say,784,head,nsubj,mulligan
say,784,head,punct,.
.,785,dependent,punct,say
be,786,dependent,cop,funk
you,787,dependent,nsubj,funk
in,788,dependent,case,funk
a,789,dependent,det,funk
funk,790,head,cop,be
funk,790,head,nsubj,you
funk,790,head,case,in
funk,790,head,det,a
funk,790,head,punct,?
?,791,dependent,punct,funk
—,792,dependent,punct,be
i,793,dependent,nsubj,be
be,794,dependent,ccomp,say
be,794,head,punct,—
be,794,head,nsubj,i
be,794,head,punct,","
",",795,dependent,punct,be
stephen,796,dependent,nsubj,say
say,797,head,ccomp,be
say,797,head,nsubj,stephen
say,797,head,obl,energy
say,797,head,punct,.
with,798,dependent,case,energy
energy,799,dependent,obl,say
energy,799,head,case,with
energy,799,head,conj,fear
and,800,dependent,cc,fear
grow,801,dependent,amod,fear
fear,802,dependent,conj,energy
fear,802,head,cc,and
fear,802,head,amod,grow
.,803,dependent,punct,say
out,804,dependent,advmod,here
here,805,head,advmod,out
here,805,head,obl,dark
here,805,head,punct,.
in,806,dependent,case,dark
the,807,dependent,det,dark
dark,808,dependent,obl,here
dark,808,head,case,in
dark,808,head,det,the
dark,808,head,nmod,man
with,809,dependent,case,man
a,810,dependent,det,man
man,811,dependent,nmod,dark
man,811,head,case,with
man,811,head,det,a
man,811,head,acl:relcl,know
i,812,dependent,nsubj,know
do,813,dependent,aux,know
not,814,dependent,advmod,know
know,815,dependent,acl:relcl,man
know,815,head,nsubj,i
know,815,head,aux,do
know,815,head,advmod,not
know,815,head,xcomp,rave
rave,816,dependent,xcomp,know
rave,816,head,conj,moan
and,817,dependent,cc,moan
moan,818,dependent,conj,rave
moan,818,head,cc,and
moan,818,head,obl,himself
moan,818,head,advcl,shoot
to,819,dependent,case,himself
himself,820,dependent,obl,moan
himself,820,head,case,to
about,821,dependent,mark,shoot
shoot,822,dependent,advcl,moan
shoot,822,head,mark,about
shoot,822,head,obj,panther
a,823,dependent,det,panther
black,824,dependent,amod,panther
panther,825,dependent,obj,shoot
panther,825,head,det,a
panther,825,head,amod,black
.,826,dependent,punct,here
you,827,dependent,nsubj,save
save,828,head,nsubj,you
save,828,head,obj,man
save,828,head,obl,drown
save,828,head,punct,.
man,829,dependent,obj,save
from,830,dependent,case,drown
drown,831,dependent,obl,save
drown,831,head,case,from
.,832,dependent,punct,save
i,833,dependent,nsubj,hero
be,834,dependent,cop,hero
not,835,dependent,advmod,hero
a,836,dependent,det,hero
hero,837,head,nsubj,i
hero,837,head,cop,be
hero,837,head,advmod,not
hero,837,head,det,a
hero,837,head,advmod,however
hero,837,head,punct,.
",",838,dependent,punct,however
however,839,dependent,advmod,hero
however,839,head,punct,","
.,840,dependent,punct,hero
if,841,dependent,mark,stay
he,842,dependent,nsubj,stay
stay,843,dependent,advcl,off
stay,843,head,mark,if
stay,843,head,nsubj,he
stay,843,head,obl,here
on,844,dependent,case,here
here,845,dependent,obl,stay
here,845,head,case,on
i,846,dependent,nsubj,off
be,847,dependent,cop,off
off,848,head,advcl,stay
off,848,head,nsubj,i
off,848,head,cop,be
off,848,head,punct,.
.,849,dependent,punct,off
buck,850,dependent,nsubj,frown
buck,850,head,flat,mulligan
mulligan,851,dependent,flat,buck
frown,852,head,nsubj,buck
frown,852,head,obl,lather
frown,852,head,obl,razorblade
frown,852,head,punct,.
at,853,dependent,case,lather
the,854,dependent,det,lather
lather,855,dependent,obl,frown
lather,855,head,case,at
lather,855,head,det,the
on,856,dependent,case,razorblade
his,857,dependent,nmod:poss,razorblade
razorblade,858,dependent,obl,frown
razorblade,858,head,case,on
razorblade,858,head,nmod:poss,his
.,859,dependent,punct,frown
he,860,dependent,nsubj,hopp
hopp,861,head,nsubj,he
hopp,861,head,compound:prt,down
hopp,861,head,obl,perch
hopp,861,head,conj,begin
hopp,861,head,punct,.
down,862,dependent,compound:prt,hopp
from,863,dependent,case,perch
his,864,dependent,nmod:poss,perch
perch,865,dependent,obl,hopp
perch,865,head,case,from
perch,865,head,nmod:poss,his
and,866,dependent,cc,begin
begin,867,dependent,conj,hopp
begin,867,head,cc,and
begin,867,head,xcomp,search
to,868,dependent,mark,search
search,869,dependent,xcomp,begin
search,869,head,mark,to
search,869,head,obj,pocket
search,869,head,advmod,hastily
his,870,dependent,nmod:poss,pocket
trouser,871,dependent,compound,pocket
pocket,872,dependent,obj,search
pocket,872,head,nmod:poss,his
pocket,872,head,compound,trouser
hastily,873,dependent,advmod,search
.,874,dependent,punct,hopp
—,875,dependent,punct,scutter
scutter,876,dependent,vocative,cry
scutter,876,head,punct,—
scutter,876,head,punct,!
!,877,dependent,punct,scutter
he,878,dependent,nsubj,cry
cry,879,head,vocative,scutter
cry,879,head,nsubj,he
cry,879,head,advmod,thickly
cry,879,head,punct,.
thickly,880,dependent,advmod,cry
.,881,dependent,punct,cry
he,882,dependent,nsubj,come
come,883,head,nsubj,he
come,883,head,compound:prt,over
come,883,head,obl,gunrest
come,883,head,conj,say
come,883,head,punct,:
over,884,dependent,compound:prt,come
to,885,dependent,case,gunrest
the,886,dependent,det,gunrest
gunrest,887,dependent,obl,come
gunrest,887,head,case,to
gunrest,887,head,det,the
and,888,dependent,cc,say
and,888,head,punct,","
",",889,dependent,punct,and
thrust,890,dependent,advcl,say
thrust,890,head,obj,hand
thrust,890,head,obl,pocket
thrust,890,head,punct,","
a,891,dependent,det,hand
hand,892,dependent,obj,thrust
hand,892,head,det,a
into,893,dependent,case,pocket
stephen,894,dependent,nmod:poss,pocket
stephen,894,head,case,'s
's,895,dependent,case,stephen
upper,896,dependent,amod,pocket
pocket,897,dependent,obl,thrust
pocket,897,head,case,into
pocket,897,head,nmod:poss,stephen
pocket,897,head,amod,upper
",",898,dependent,punct,thrust
say,899,dependent,conj,come
say,899,head,cc,and
say,899,head,advcl,thrust
:,900,dependent,punct,come
—,901,dependent,punct,lend
lend,902,head,punct,—
lend,902,head,iobj,we
lend,902,head,obj,loan
lend,902,head,advcl,wipe
lend,902,head,punct,.
we,903,dependent,iobj,lend
a,904,dependent,det,loan
loan,905,dependent,obj,lend
loan,905,head,det,a
loan,905,head,nmod,noserag
of,906,dependent,case,noserag
your,907,dependent,nmod:poss,noserag
noserag,908,dependent,nmod,loan
noserag,908,head,case,of
noserag,908,head,nmod:poss,your
to,909,dependent,mark,wipe
wipe,910,dependent,advcl,lend
wipe,910,head,mark,to
wipe,910,head,obj,razor
my,911,dependent,nmod:poss,razor
razor,912,dependent,obj,wipe
razor,912,head,nmod:poss,my
.,913,dependent,punct,lend
stephen,914,dependent,nsubj,suffer
suffer,915,head,nsubj,stephen
suffer,915,head,obj,he
suffer,915,head,xcomp,pull
suffer,915,head,punct,.
he,916,dependent,obj,suffer
